first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased
2020-03-22,2020-03-28,60-64,זכר,844,117.0,0.0
2020-03-22,2020-03-28,60-64,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,60-64,נקבה,945,85.0,0.0
2020-03-22,2020-03-28,65-69,זכר,677,96.0,0.0
2020-03-22,2020-03-28,65-69,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,65-69,נקבה,601,60.0,<15
2020-03-22,2020-03-28,70-74,זכר,462,69.0,<15
2020-03-22,2020-03-28,70-74,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,70-74,נקבה,436,45.0,0.0
2020-03-22,2020-03-28,75-79,זכר,287,43.0,<15
2020-03-22,2020-03-28,75-79,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,75-79,נקבה,229,21.0,<15
2020-03-22,2020-03-28,80+,זכר,453,38.0,<15
2020-03-22,2020-03-28,80+,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,80+,נקבה,693,36.0,<15
2020-03-22,2020-03-28,NULL,זכר,468,<15,0.0
2020-03-22,2020-03-28,NULL,לא ידוע,166,<15,0.0
2020-03-22,2020-03-28,NULL,נקבה,354,<15,0.0
2020-03-29,2020-04-04,0-19,זכר,3199,341.0,0.0
2020-03-29,2020-04-04,0-19,לא ידוע,27,0.0,0.0
2020-03-29,2020-04-04,0-19,נקבה,2806,291.0,0.0
2020-03-29,2020-04-04,20-24,זכר,4251,330.0,0.0
2020-03-29,2020-04-04,20-24,לא ידוע,20,0.0,0.0
2020-03-29,2020-04-04,20-24,נקבה,3929,244.0,0.0
2020-03-29,2020-04-04,25-29,זכר,3191,254.0,0.0
2020-03-29,2020-04-04,25-29,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,25-29,נקבה,2847,174.0,0.0
2020-03-29,2020-04-04,30-34,זכר,2885,190.0,0.0
2020-03-29,2020-04-04,30-34,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,30-34,נקבה,2594,116.0,0.0
2020-03-29,2020-04-04,35-39,זכר,2547,149.0,0.0
2020-03-29,2020-04-04,35-39,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,35-39,נקבה,2176,102.0,0.0
2020-03-29,2020-04-04,40-44,זכר,2016,167.0,0.0
2020-03-29,2020-04-04,40-44,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,40-44,נקבה,2032,122.0,0.0
2020-03-29,2020-04-04,45-49,זכר,1788,175.0,0.0
2020-03-29,2020-04-04,45-49,לא ידוע,<15,<15,0.0
2020-03-29,2020-04-04,45-49,נקבה,1982,112.0,<15
2020-03-29,2020-04-04,50-54,זכר,1468,131.0,0.0
2020-03-29,2020-04-04,50-54,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,50-54,נקבה,1838,113.0,<15
2020-03-29,2020-04-04,55-59,זכר,1384,151.0,0.0
2020-03-29,2020-04-04,55-59,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,55-59,נקבה,1685,128.0,0.0
2020-03-29,2020-04-04,60-64,זכר,1359,152.0,0.0
2020-03-29,2020-04-04,60-64,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,60-64,נקבה,1393,111.0,0.0
2020-03-29,2020-04-04,65-69,זכר,1090,128.0,<15
2020-03-29,2020-04-04,65-69,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,65-69,נקבה,909,84.0,<15
2020-03-29,2020-04-04,70-74,זכר,767,101.0,<15
2020-03-29,2020-04-04,70-74,נקבה,608,57.0,<15
2020-03-29,2020-04-04,75-79,זכר,408,60.0,<15
2020-03-29,2020-04-04,75-79,נקבה,374,42.0,0.0
2020-03-29,2020-04-04,80+,זכר,851,82.0,<15
2020-03-29,2020-04-04,80+,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,80+,נקבה,1094,102.0,<15
2020-03-29,2020-04-04,NULL,זכר,599,28.0,0.0
2020-03-29,2020-04-04,NULL,לא ידוע,151,<15,0.0
2020-03-29,2020-04-04,NULL,נקבה,575,20.0,0.0
2020-04-05,2020-04-11,0-19,זכר,2923,321.0,<15
2020-04-05,2020-04-11,0-19,לא ידוע,32,0.0,0.0
2020-04-05,2020-04-11,0-19,נקבה,2293,244.0,0.0
2020-04-05,2020-04-11,20-24,זכר,2879,218.0,0.0
2020-04-05,2020-04-11,20-24,לא ידוע,30,<15,0.0
2020-04-05,2020-04-11,20-24,נקבה,2493,183.0,0.0
2020-04-05,2020-04-11,25-29,זכר,2604,165.0,0.0
2020-04-05,2020-04-11,25-29,לא ידוע,20,0.0,0.0
2020-04-05,2020-04-11,25-29,נקבה,2059,105.0,0.0
2020-04-05,2020-04-11,30-34,זכר,2258,110.0,0.0
2020-04-05,2020-04-11,30-34,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,30-34,נקבה,1783,81.0,0.0
2020-04-05,2020-04-11,35-39,זכר,1801,85.0,<15
2020-04-05,2020-04-11,35-39,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,35-39,נקבה,1447,64.0,0.0
2020-04-05,2020-04-11,40-44,זכר,1491,82.0,0.0
2020-04-05,2020-04-11,40-44,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,40-44,נקבה,1436,79.0,0.0
2020-04-05,2020-04-11,45-49,זכר,1421,84.0,0.0
2020-04-05,2020-04-11,45-49,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,45-49,נקבה,1380,73.0,0.0
2020-04-05,2020-04-11,50-54,זכר,1287,84.0,0.0
2020-04-05,2020-04-11,50-54,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,50-54,נקבה,1407,86.0,<15
2020-04-05,2020-04-11,55-59,זכר,1187,81.0,0.0
2020-04-05,2020-04-11,55-59,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,55-59,נקבה,1231,79.0,0.0
2020-04-05,2020-04-11,60-64,זכר,1066,81.0,<15
2020-04-05,2020-04-11,60-64,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,60-64,נקבה,1028,54.0,<15
2020-04-05,2020-04-11,65-69,זכר,835,58.0,<15
2020-04-05,2020-04-11,65-69,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,65-69,נקבה,774,38.0,<15
2020-04-05,2020-04-11,70-74,זכר,652,39.0,<15
2020-04-05,2020-04-11,70-74,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,70-74,נקבה,618,47.0,<15
2020-04-05,2020-04-11,75-79,זכר,449,27.0,<15
2020-04-05,2020-04-11,75-79,נקבה,444,23.0,<15
2020-04-05,2020-04-11,80+,זכר,963,51.0,<15
2020-04-05,2020-04-11,80+,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,80+,נקבה,1779,100.0,25.0
2020-04-05,2020-04-11,NULL,זכר,578,26.0,0.0
2020-04-05,2020-04-11,NULL,לא ידוע,225,<15,0.0
2020-04-05,2020-04-11,NULL,נקבה,451,21.0,0.0
2020-04-12,2020-04-18,0-19,זכר,3555,313.0,0.0
2020-04-12,2020-04-18,0-19,לא ידוע,28,0.0,0.0
2020-04-12,2020-04-18,0-19,נקבה,3030,355.0,0.0
2020-04-12,2020-04-18,20-24,זכר,3448,185.0,0.0
2020-04-12,2020-04-18,20-24,לא ידוע,16,0.0,0.0
2020-04-12,2020-04-18,20-24,נקבה,2764,170.0,0.0
2020-04-12,2020-04-18,25-29,זכר,3171,120.0,0.0
2020-04-12,2020-04-18,25-29,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,25-29,נקבה,2691,103.0,0.0
2020-04-12,2020-04-18,30-34,זכר,2808,82.0,0.0
2020-04-12,2020-04-18,30-34,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,30-34,נקבה,2405,79.0,0.0
2020-04-12,2020-04-18,35-39,זכר,2363,76.0,0.0
2020-04-12,2020-04-18,35-39,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,35-39,נקבה,2217,55.0,0.0
2020-04-12,2020-04-18,40-44,זכר,2091,66.0,0.0
2020-04-12,2020-04-18,40-44,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,40-44,נקבה,2092,66.0,<15
2020-04-12,2020-04-18,45-49,זכר,1933,78.0,0.0
2020-04-12,2020-04-18,45-49,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,45-49,נקבה,2279,91.0,0.0
2020-04-12,2020-04-18,50-54,זכר,1812,76.0,0.0
2020-04-12,2020-04-18,50-54,לא ידוע,<15,<15,0.0
2020-04-12,2020-04-18,50-54,נקבה,2112,68.0,0.0
2020-04-12,2020-04-18,55-59,זכר,1590,64.0,0.0
2020-04-12,2020-04-18,55-59,נקבה,1956,57.0,0.0
2020-04-12,2020-04-18,60-64,זכר,1594,41.0,<15
2020-04-12,2020-04-18,60-64,לא ידוע,<15,<15,0.0
2020-04-12,2020-04-18,60-64,נקבה,1820,45.0,0.0
2020-04-12,2020-04-18,65-69,זכר,1307,45.0,<15
2020-04-12,2020-04-18,65-69,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,65-69,נקבה,1349,34.0,0.0
2020-04-12,2020-04-18,70-74,זכר,1140,36.0,<15
2020-04-12,2020-04-18,70-74,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,70-74,נקבה,1238,37.0,<15
2020-04-12,2020-04-18,75-79,זכר,769,16.0,<15
2020-04-12,2020-04-18,75-79,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,75-79,נקבה,1029,25.0,<15
2020-04-12,2020-04-18,80+,זכר,2602,47.0,18.0
2020-04-12,2020-04-18,80+,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,80+,נקבה,5929,83.0,26.0
2020-04-12,2020-04-18,NULL,זכר,871,36.0,0.0
2020-04-12,2020-04-18,NULL,לא ידוע,450,<15,0.0
2020-04-12,2020-04-18,NULL,נקבה,1046,24.0,0.0
2020-04-19,2020-04-25,0-19,זכר,4900,334.0,0.0
2020-04-19,2020-04-25,0-19,לא ידוע,161,<15,0.0
2020-04-19,2020-04-25,0-19,נקבה,3908,286.0,0.0
2020-04-19,2020-04-25,20-24,זכר,4185,128.0,0.0
2020-04-19,2020-04-25,20-24,לא ידוע,22,0.0,0.0
2020-04-19,2020-04-25,20-24,נקבה,3143,110.0,0.0
2020-04-19,2020-04-25,25-29,זכר,3550,76.0,0.0
2020-04-19,2020-04-25,25-29,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,25-29,נקבה,3198,84.0,<15
2020-04-19,2020-04-25,30-34,זכר,3156,52.0,0.0
2020-04-19,2020-04-25,30-34,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,30-34,נקבה,2960,50.0,0.0
2020-04-19,2020-04-25,35-39,זכר,2698,47.0,0.0
2020-04-19,2020-04-25,35-39,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,35-39,נקבה,2527,44.0,0.0
2020-04-19,2020-04-25,40-44,זכר,2319,36.0,0.0
2020-04-19,2020-04-25,40-44,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,40-44,נקבה,2436,46.0,0.0
2020-04-19,2020-04-25,45-49,זכר,2179,47.0,<15
2020-04-19,2020-04-25,45-49,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,45-49,נקבה,2505,48.0,0.0
2020-04-19,2020-04-25,50-54,זכר,1801,38.0,0.0
2020-04-19,2020-04-25,50-54,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,50-54,נקבה,2453,34.0,<15
2020-04-19,2020-04-25,55-59,זכר,1694,29.0,<15
2020-04-19,2020-04-25,55-59,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,55-59,נקבה,2197,38.0,<15
2020-04-19,2020-04-25,60-64,זכר,1574,22.0,<15
2020-04-19,2020-04-25,60-64,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,60-64,נקבה,2006,29.0,0.0
2020-04-19,2020-04-25,65-69,זכר,1436,15.0,<15
2020-04-19,2020-04-25,65-69,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,65-69,נקבה,1550,<15,0.0
2020-04-19,2020-04-25,70-74,זכר,1370,17.0,<15
2020-04-19,2020-04-25,70-74,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,70-74,נקבה,1460,16.0,<15
2020-04-19,2020-04-25,75-79,זכר,931,<15,<15
2020-04-19,2020-04-25,75-79,נקבה,1216,15.0,<15
2020-04-19,2020-04-25,80+,זכר,2804,25.0,<15
2020-04-19,2020-04-25,80+,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,80+,נקבה,6198,43.0,<15
2020-04-19,2020-04-25,NULL,זכר,1010,<15,0.0
2020-04-19,2020-04-25,NULL,לא ידוע,781,<15,0.0
2020-04-19,2020-04-25,NULL,נקבה,1189,18.0,0.0
2020-04-26,2020-05-02,0-19,זכר,3619,149.0,0.0
2020-04-26,2020-05-02,0-19,לא ידוע,111,<15,0.0
2020-04-26,2020-05-02,0-19,נקבה,2517,123.0,0.0
2020-04-26,2020-05-02,20-24,זכר,2859,66.0,0.0
2020-04-26,2020-05-02,20-24,לא ידוע,<15,<15,0.0
2020-04-26,2020-05-02,20-24,נקבה,2068,41.0,0.0
2020-04-26,2020-05-02,25-29,זכר,2120,40.0,0.0
2020-04-26,2020-05-02,25-29,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,25-29,נקבה,2182,33.0,0.0
2020-04-26,2020-05-02,30-34,זכר,2077,26.0,0.0
2020-04-26,2020-05-02,30-34,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,30-34,נקבה,2126,25.0,0.0
2020-04-26,2020-05-02,35-39,זכר,1833,15.0,0.0
2020-04-26,2020-05-02,35-39,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,35-39,נקבה,1894,21.0,0.0
2020-04-26,2020-05-02,40-44,זכר,1732,<15,0.0
2020-04-26,2020-05-02,40-44,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,40-44,נקבה,1762,18.0,0.0
2020-04-26,2020-05-02,45-49,זכר,1629,16.0,0.0
2020-04-26,2020-05-02,45-49,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,45-49,נקבה,1831,18.0,0.0
2020-04-26,2020-05-02,50-54,זכר,1541,<15,0.0
2020-04-26,2020-05-02,50-54,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,50-54,נקבה,1741,15.0,0.0
2020-04-26,2020-05-02,55-59,זכר,1326,<15,0.0
2020-04-26,2020-05-02,55-59,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,55-59,נקבה,1603,18.0,0.0
2020-04-26,2020-05-02,60-64,זכר,1248,16.0,<15
2020-04-26,2020-05-02,60-64,נקבה,1541,<15,<15
2020-04-26,2020-05-02,65-69,זכר,1155,<15,<15
2020-04-26,2020-05-02,65-69,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,65-69,נקבה,1258,<15,<15
2020-04-26,2020-05-02,70-74,זכר,1048,<15,<15
2020-04-26,2020-05-02,70-74,לא ידוע,<15,<15,0.0
2020-04-26,2020-05-02,70-74,נקבה,1080,<15,<15
2020-04-26,2020-05-02,75-79,זכר,725,<15,<15
2020-04-26,2020-05-02,75-79,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,75-79,נקבה,837,<15,0.0
2020-04-26,2020-05-02,80+,זכר,2087,<15,15.0
2020-04-26,2020-05-02,80+,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,80+,נקבה,4487,17.0,<15
2020-04-26,2020-05-02,NULL,זכר,918,20.0,0.0
2020-04-26,2020-05-02,NULL,לא ידוע,752,<15,0.0
2020-04-26,2020-05-02,NULL,נקבה,922,<15,0.0
2020-05-03,2020-05-09,0-19,זכר,2551,50.0,0.0
2020-05-03,2020-05-09,0-19,לא ידוע,26,0.0,0.0
2020-05-03,2020-05-09,0-19,נקבה,2031,38.0,0.0
2020-05-03,2020-05-09,20-24,זכר,1772,22.0,0.0
2020-05-03,2020-05-09,20-24,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,20-24,נקבה,1732,22.0,0.0
2020-05-03,2020-05-09,25-29,זכר,1811,<15,0.0
2020-05-03,2020-05-09,25-29,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,25-29,נקבה,2095,<15,0.0
2020-05-03,2020-05-09,30-34,זכר,1823,<15,0.0
2020-05-03,2020-05-09,30-34,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,30-34,נקבה,2120,<15,0.0
2020-05-03,2020-05-09,35-39,זכר,1788,<15,0.0
2020-05-03,2020-05-09,35-39,נקבה,1947,<15,0.0
2020-05-03,2020-05-09,40-44,זכר,1703,<15,<15
2020-05-03,2020-05-09,40-44,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,40-44,נקבה,2398,<15,0.0
2020-05-03,2020-05-09,45-49,זכר,1622,<15,0.0
2020-05-03,2020-05-09,45-49,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,45-49,נקבה,1891,<15,0.0
2020-05-03,2020-05-09,50-54,זכר,1376,<15,0.0
2020-05-03,2020-05-09,50-54,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,50-54,נקבה,1707,<15,0.0
2020-05-03,2020-05-09,55-59,זכר,1076,<15,0.0
2020-05-03,2020-05-09,55-59,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,55-59,נקבה,1496,<15,0.0
2020-05-03,2020-05-09,60-64,זכר,1059,<15,<15
2020-05-03,2020-05-09,60-64,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,60-64,נקבה,1464,<15,0.0
2020-05-03,2020-05-09,65-69,זכר,1036,<15,<15
2020-05-03,2020-05-09,65-69,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,65-69,נקבה,1115,<15,0.0
2020-05-03,2020-05-09,70-74,זכר,971,<15,<15
2020-05-03,2020-05-09,70-74,נקבה,1052,<15,0.0
2020-05-03,2020-05-09,75-79,זכר,717,<15,<15
2020-05-03,2020-05-09,75-79,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,75-79,נקבה,884,<15,<15
2020-05-03,2020-05-09,80+,זכר,2335,<15,<15
2020-05-03,2020-05-09,80+,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,80+,נקבה,4959,<15,<15
2020-05-03,2020-05-09,NULL,זכר,744,<15,0.0
2020-05-03,2020-05-09,NULL,לא ידוע,283,0.0,0.0
2020-05-03,2020-05-09,NULL,נקבה,889,<15,0.0
2020-05-10,2020-05-16,0-19,זכר,1986,21.0,0.0
2020-05-10,2020-05-16,0-19,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,0-19,נקבה,1594,22.0,0.0
2020-05-10,2020-05-16,20-24,זכר,1270,<15,0.0
2020-05-10,2020-05-16,20-24,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,20-24,נקבה,1319,<15,0.0
2020-05-10,2020-05-16,25-29,זכר,1190,<15,0.0
2020-05-10,2020-05-16,25-29,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,25-29,נקבה,1571,<15,0.0
2020-05-10,2020-05-16,30-34,זכר,1254,<15,0.0
2020-05-10,2020-05-16,30-34,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,30-34,נקבה,1627,<15,0.0
2020-05-10,2020-05-16,35-39,זכר,1188,<15,0.0
2020-05-10,2020-05-16,35-39,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,35-39,נקבה,1678,<15,0.0
2020-05-10,2020-05-16,40-44,זכר,1182,<15,0.0
2020-05-10,2020-05-16,40-44,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,40-44,נקבה,1855,<15,0.0
2020-05-10,2020-05-16,45-49,זכר,1074,<15,<15
2020-05-10,2020-05-16,45-49,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,45-49,נקבה,1443,<15,0.0
2020-05-10,2020-05-16,50-54,זכר,897,<15,0.0
2020-05-10,2020-05-16,50-54,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,50-54,נקבה,1282,<15,<15
2020-05-10,2020-05-16,55-59,זכר,754,<15,<15
2020-05-10,2020-05-16,55-59,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,55-59,נקבה,1098,<15,0.0
2020-05-10,2020-05-16,60-64,זכר,774,<15,<15
2020-05-10,2020-05-16,60-64,נקבה,1112,<15,0.0
2020-05-10,2020-05-16,65-69,זכר,865,<15,0.0
2020-05-10,2020-05-16,65-69,נקבה,1061,<15,0.0
2020-05-10,2020-05-16,70-74,זכר,894,<15,<15
2020-05-10,2020-05-16,70-74,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,70-74,נקבה,1102,<15,0.0
2020-05-10,2020-05-16,75-79,זכר,651,<15,<15
2020-05-10,2020-05-16,75-79,נקבה,822,<15,<15
2020-05-10,2020-05-16,80+,זכר,2100,<15,<15
2020-05-10,2020-05-16,80+,נקבה,4801,<15,<15
2020-05-10,2020-05-16,NULL,זכר,562,<15,0.0
2020-05-10,2020-05-16,NULL,לא ידוע,187,0.0,0.0
2020-05-10,2020-05-16,NULL,נקבה,614,<15,0.0
2020-05-17,2020-05-23,0-19,זכר,2197,<15,0.0
2020-05-17,2020-05-23,0-19,לא ידוע,15,0.0,0.0
2020-05-17,2020-05-23,0-19,נקבה,1708,24.0,0.0
2020-05-17,2020-05-23,20-24,זכר,1002,<15,0.0
2020-05-17,2020-05-23,20-24,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,20-24,נקבה,1134,<15,0.0
2020-05-17,2020-05-23,25-29,זכר,1083,<15,0.0
2020-05-17,2020-05-23,25-29,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,25-29,נקבה,1515,<15,0.0
2020-05-17,2020-05-23,30-34,זכר,1162,<15,<15
2020-05-17,2020-05-23,30-34,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,30-34,נקבה,1639,<15,0.0
2020-05-17,2020-05-23,35-39,זכר,1196,<15,0.0
2020-05-17,2020-05-23,35-39,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,35-39,נקבה,1606,<15,0.0
2020-05-17,2020-05-23,40-44,זכר,983,<15,0.0
2020-05-17,2020-05-23,40-44,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,40-44,נקבה,1488,<15,0.0
2020-05-17,2020-05-23,45-49,זכר,842,<15,0.0
2020-05-17,2020-05-23,45-49,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,45-49,נקבה,1076,<15,0.0
2020-05-17,2020-05-23,50-54,זכר,705,<15,0.0
2020-05-17,2020-05-23,50-54,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,50-54,נקבה,957,<15,0.0
2020-05-17,2020-05-23,55-59,זכר,697,<15,0.0
2020-05-17,2020-05-23,55-59,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,55-59,נקבה,974,<15,0.0
2020-05-17,2020-05-23,60-64,זכר,598,<15,0.0
2020-05-17,2020-05-23,60-64,נקבה,914,<15,0.0
2020-05-17,2020-05-23,65-69,זכר,635,<15,0.0
2020-05-17,2020-05-23,65-69,נקבה,734,<15,0.0
2020-05-17,2020-05-23,70-74,זכר,659,<15,0.0
2020-05-17,2020-05-23,70-74,נקבה,762,<15,0.0
