first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased
2020-03-15,2020-03-21,NULL,זכר,203,<15,0.0
2020-03-15,2020-03-21,NULL,לא ידוע,39,0.0,0.0
2020-03-15,2020-03-21,NULL,נקבה,212,<15,0.0
2020-03-22,2020-03-28,0-19,זכר,2634,209.0,0.0
2020-03-22,2020-03-28,0-19,לא ידוע,24,<15,0.0
2020-03-22,2020-03-28,0-19,נקבה,2434,173.0,0.0
2020-03-22,2020-03-28,20-24,זכר,2053,219.0,0.0
2020-03-22,2020-03-28,20-24,לא ידוע,26,0.0,0.0
2020-03-22,2020-03-28,20-24,נקבה,2243,157.0,0.0
2020-03-22,2020-03-28,25-29,זכר,1860,157.0,0.0
2020-03-22,2020-03-28,25-29,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,25-29,נקבה,2076,134.0,0.0
2020-03-22,2020-03-28,30-34,זכר,1748,120.0,0.0
2020-03-22,2020-03-28,30-34,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,30-34,נקבה,1741,109.0,0.0
2020-03-22,2020-03-28,35-39,זכר,1363,124.0,0.0
2020-03-22,2020-03-28,35-39,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,35-39,נקבה,1418,76.0,0.0
2020-03-22,2020-03-28,40-44,זכר,1099,89.0,0.0
2020-03-22,2020-03-28,40-44,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,40-44,נקבה,1232,67.0,0.0
2020-03-22,2020-03-28,45-49,זכר,944,127.0,0.0
2020-03-22,2020-03-28,45-49,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,45-49,נקבה,1152,98.0,0.0
2020-03-22,2020-03-28,50-54,זכר,744,124.0,0.0
2020-03-22,2020-03-28,50-54,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,50-54,נקבה,1108,100.0,0.0
2020-03-22,2020-03-28,55-59,זכר,751,128.0,<15
2020-03-22,2020-03-28,55-59,לא ידוע,<15,<15,0.0
2020-03-22,2020-03-28,55-59,נקבה,977,88.0,0.0
2020-03-22,2020-03-28,60-64,זכר,821,123.0,0.0
2020-03-22,2020-03-28,60-64,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,60-64,נקבה,860,71.0,0.0
2020-03-22,2020-03-28,65-69,זכר,626,79.0,0.0
2020-03-22,2020-03-28,65-69,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,65-69,נקבה,556,61.0,<15
2020-03-22,2020-03-28,70-74,זכר,412,55.0,<15
2020-03-22,2020-03-28,70-74,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,70-74,נקבה,387,38.0,0.0
2020-03-22,2020-03-28,75-79,זכר,262,43.0,<15
2020-03-22,2020-03-28,75-79,נקבה,222,19.0,<15
2020-03-22,2020-03-28,80+,זכר,407,33.0,<15
2020-03-22,2020-03-28,80+,לא ידוע,<15,0.0,0.0
2020-03-22,2020-03-28,80+,נקבה,641,33.0,<15
2020-03-22,2020-03-28,NULL,זכר,460,<15,0.0
2020-03-22,2020-03-28,NULL,לא ידוע,158,<15,0.0
2020-03-22,2020-03-28,NULL,נקבה,352,<15,0.0
2020-03-29,2020-04-04,0-19,זכר,3836,413.0,0.0
2020-03-29,2020-04-04,0-19,לא ידוע,24,0.0,0.0
2020-03-29,2020-04-04,0-19,נקבה,3478,338.0,0.0
2020-03-29,2020-04-04,20-24,זכר,4503,341.0,0.0
2020-03-29,2020-04-04,20-24,לא ידוע,21,0.0,0.0
2020-03-29,2020-04-04,20-24,נקבה,4022,246.0,0.0
2020-03-29,2020-04-04,25-29,זכר,2953,222.0,0.0
2020-03-29,2020-04-04,25-29,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,25-29,נקבה,2862,163.0,0.0
2020-03-29,2020-04-04,30-34,זכר,2836,170.0,0.0
2020-03-29,2020-04-04,30-34,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,30-34,נקבה,2493,104.0,0.0
2020-03-29,2020-04-04,35-39,זכר,2348,152.0,0.0
2020-03-29,2020-04-04,35-39,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,35-39,נקבה,2114,114.0,0.0
2020-03-29,2020-04-04,40-44,זכר,1953,175.0,0.0
2020-03-29,2020-04-04,40-44,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,40-44,נקבה,2081,120.0,0.0
2020-03-29,2020-04-04,45-49,זכר,1690,158.0,0.0
2020-03-29,2020-04-04,45-49,לא ידוע,<15,<15,0.0
2020-03-29,2020-04-04,45-49,נקבה,1979,110.0,<15
2020-03-29,2020-04-04,50-54,זכר,1445,141.0,0.0
2020-03-29,2020-04-04,50-54,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,50-54,נקבה,1782,103.0,<15
2020-03-29,2020-04-04,55-59,זכר,1354,156.0,0.0
2020-03-29,2020-04-04,55-59,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,55-59,נקבה,1636,139.0,0.0
2020-03-29,2020-04-04,60-64,זכר,1317,145.0,0.0
2020-03-29,2020-04-04,60-64,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,60-64,נקבה,1262,106.0,0.0
2020-03-29,2020-04-04,65-69,זכר,1020,117.0,<15
2020-03-29,2020-04-04,65-69,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,65-69,נקבה,816,81.0,<15
2020-03-29,2020-04-04,70-74,זכר,661,83.0,<15
2020-03-29,2020-04-04,70-74,נקבה,573,57.0,<15
2020-03-29,2020-04-04,75-79,זכר,356,52.0,<15
2020-03-29,2020-04-04,75-79,נקבה,333,35.0,0.0
2020-03-29,2020-04-04,80+,זכר,762,76.0,<15
2020-03-29,2020-04-04,80+,לא ידוע,<15,0.0,0.0
2020-03-29,2020-04-04,80+,נקבה,1024,95.0,<15
2020-03-29,2020-04-04,NULL,זכר,597,28.0,0.0
2020-03-29,2020-04-04,NULL,לא ידוע,140,<15,0.0
2020-03-29,2020-04-04,NULL,נקבה,587,21.0,0.0
2020-04-05,2020-04-11,0-19,זכר,3487,378.0,<15
2020-04-05,2020-04-11,0-19,לא ידוע,36,<15,0.0
2020-04-05,2020-04-11,0-19,נקבה,2744,285.0,0.0
2020-04-05,2020-04-11,20-24,זכר,3004,208.0,0.0
2020-04-05,2020-04-11,20-24,לא ידוע,29,<15,0.0
2020-04-05,2020-04-11,20-24,נקבה,2641,175.0,0.0
2020-04-05,2020-04-11,25-29,זכר,2443,145.0,0.0
2020-04-05,2020-04-11,25-29,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,25-29,נקבה,2032,107.0,0.0
2020-04-05,2020-04-11,30-34,זכר,2132,103.0,0.0
2020-04-05,2020-04-11,30-34,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,30-34,נקבה,1677,66.0,0.0
2020-04-05,2020-04-11,35-39,זכר,1700,75.0,<15
2020-04-05,2020-04-11,35-39,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,35-39,נקבה,1461,70.0,0.0
2020-04-05,2020-04-11,40-44,זכר,1455,86.0,0.0
2020-04-05,2020-04-11,40-44,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,40-44,נקבה,1384,78.0,0.0
2020-04-05,2020-04-11,45-49,זכר,1418,93.0,0.0
2020-04-05,2020-04-11,45-49,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,45-49,נקבה,1439,86.0,0.0
2020-04-05,2020-04-11,50-54,זכר,1216,72.0,0.0
2020-04-05,2020-04-11,50-54,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,50-54,נקבה,1340,79.0,<15
2020-04-05,2020-04-11,55-59,זכר,1149,80.0,0.0
2020-04-05,2020-04-11,55-59,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,55-59,נקבה,1215,71.0,0.0
2020-04-05,2020-04-11,60-64,זכר,1008,71.0,<15
2020-04-05,2020-04-11,60-64,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,60-64,נקבה,951,48.0,<15
2020-04-05,2020-04-11,65-69,זכר,790,63.0,<15
2020-04-05,2020-04-11,65-69,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,65-69,נקבה,743,47.0,<15
2020-04-05,2020-04-11,70-74,זכר,620,34.0,<15
2020-04-05,2020-04-11,70-74,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,70-74,נקבה,581,35.0,<15
2020-04-05,2020-04-11,75-79,זכר,393,20.0,<15
2020-04-05,2020-04-11,75-79,נקבה,443,29.0,<15
2020-04-05,2020-04-11,80+,זכר,883,49.0,<15
2020-04-05,2020-04-11,80+,לא ידוע,<15,0.0,0.0
2020-04-05,2020-04-11,80+,נקבה,1693,91.0,25.0
2020-04-05,2020-04-11,NULL,זכר,581,26.0,0.0
2020-04-05,2020-04-11,NULL,לא ידוע,171,<15,0.0
2020-04-05,2020-04-11,NULL,נקבה,456,20.0,0.0
2020-04-12,2020-04-18,0-19,זכר,4291,365.0,0.0
2020-04-12,2020-04-18,0-19,לא ידוע,31,0.0,0.0
2020-04-12,2020-04-18,0-19,נקבה,3695,403.0,0.0
2020-04-12,2020-04-18,20-24,זכר,3432,166.0,0.0
2020-04-12,2020-04-18,20-24,לא ידוע,16,0.0,0.0
2020-04-12,2020-04-18,20-24,נקבה,2815,159.0,0.0
2020-04-12,2020-04-18,25-29,זכר,3097,110.0,0.0
2020-04-12,2020-04-18,25-29,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,25-29,נקבה,2650,89.0,0.0
2020-04-12,2020-04-18,30-34,זכר,2663,78.0,0.0
2020-04-12,2020-04-18,30-34,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,30-34,נקבה,2381,72.0,0.0
2020-04-12,2020-04-18,35-39,זכר,2237,69.0,0.0
2020-04-12,2020-04-18,35-39,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,35-39,נקבה,2141,61.0,0.0
2020-04-12,2020-04-18,40-44,זכר,2040,64.0,0.0
2020-04-12,2020-04-18,40-44,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,40-44,נקבה,2180,70.0,<15
2020-04-12,2020-04-18,45-49,זכר,1943,82.0,0.0
2020-04-12,2020-04-18,45-49,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,45-49,נקבה,2288,87.0,0.0
2020-04-12,2020-04-18,50-54,זכר,1730,78.0,0.0
2020-04-12,2020-04-18,50-54,לא ידוע,<15,<15,0.0
2020-04-12,2020-04-18,50-54,נקבה,2040,66.0,0.0
2020-04-12,2020-04-18,55-59,זכר,1570,55.0,0.0
2020-04-12,2020-04-18,55-59,לא ידוע,<15,<15,0.0
2020-04-12,2020-04-18,55-59,נקבה,1997,48.0,0.0
2020-04-12,2020-04-18,60-64,זכר,1532,42.0,<15
2020-04-12,2020-04-18,60-64,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,60-64,נקבה,1689,45.0,0.0
2020-04-12,2020-04-18,65-69,זכר,1197,42.0,<15
2020-04-12,2020-04-18,65-69,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,65-69,נקבה,1260,32.0,0.0
2020-04-12,2020-04-18,70-74,זכר,1067,28.0,<15
2020-04-12,2020-04-18,70-74,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,70-74,נקבה,1270,37.0,<15
2020-04-12,2020-04-18,75-79,זכר,778,19.0,<15
2020-04-12,2020-04-18,75-79,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,75-79,נקבה,1057,26.0,<15
2020-04-12,2020-04-18,80+,זכר,2426,43.0,18.0
2020-04-12,2020-04-18,80+,לא ידוע,<15,0.0,0.0
2020-04-12,2020-04-18,80+,נקבה,5731,78.0,26.0
2020-04-12,2020-04-18,NULL,זכר,880,35.0,0.0
2020-04-12,2020-04-18,NULL,לא ידוע,316,<15,0.0
2020-04-12,2020-04-18,NULL,נקבה,1074,24.0,0.0
2020-04-19,2020-04-25,0-19,זכר,5971,364.0,0.0
2020-04-19,2020-04-25,0-19,לא ידוע,158,<15,0.0
2020-04-19,2020-04-25,0-19,נקבה,4717,314.0,0.0
2020-04-19,2020-04-25,20-24,זכר,3887,111.0,0.0
2020-04-19,2020-04-25,20-24,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,20-24,נקבה,3121,110.0,0.0
2020-04-19,2020-04-25,25-29,זכר,3460,73.0,0.0
2020-04-19,2020-04-25,25-29,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,25-29,נקבה,3267,77.0,<15
2020-04-19,2020-04-25,30-34,זכר,3055,51.0,0.0
2020-04-19,2020-04-25,30-34,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,30-34,נקבה,2875,47.0,0.0
2020-04-19,2020-04-25,35-39,זכר,2521,38.0,0.0
2020-04-19,2020-04-25,35-39,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,35-39,נקבה,2535,38.0,0.0
2020-04-19,2020-04-25,40-44,זכר,2278,38.0,0.0
2020-04-19,2020-04-25,40-44,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,40-44,נקבה,2415,49.0,0.0
2020-04-19,2020-04-25,45-49,זכר,2120,47.0,<15
2020-04-19,2020-04-25,45-49,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,45-49,נקבה,2539,53.0,0.0
2020-04-19,2020-04-25,50-54,זכר,1720,35.0,0.0
2020-04-19,2020-04-25,50-54,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,50-54,נקבה,2413,35.0,<15
2020-04-19,2020-04-25,55-59,זכר,1650,26.0,<15
2020-04-19,2020-04-25,55-59,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,55-59,נקבה,2191,38.0,<15
2020-04-19,2020-04-25,60-64,זכר,1515,17.0,<15
2020-04-19,2020-04-25,60-64,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,60-64,נקבה,1871,20.0,0.0
2020-04-19,2020-04-25,65-69,זכר,1394,16.0,<15
2020-04-19,2020-04-25,65-69,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,65-69,נקבה,1473,16.0,0.0
2020-04-19,2020-04-25,70-74,זכר,1307,15.0,<15
2020-04-19,2020-04-25,70-74,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,70-74,נקבה,1439,<15,<15
2020-04-19,2020-04-25,75-79,זכר,888,<15,<15
2020-04-19,2020-04-25,75-79,נקבה,1285,17.0,<15
2020-04-19,2020-04-25,80+,זכר,2601,24.0,<15
2020-04-19,2020-04-25,80+,לא ידוע,<15,0.0,0.0
2020-04-19,2020-04-25,80+,נקבה,5922,38.0,<15
2020-04-19,2020-04-25,NULL,זכר,1018,<15,0.0
2020-04-19,2020-04-25,NULL,לא ידוע,689,<15,0.0
2020-04-19,2020-04-25,NULL,נקבה,1206,18.0,0.0
2020-04-26,2020-05-02,0-19,זכר,4301,162.0,0.0
2020-04-26,2020-05-02,0-19,לא ידוע,108,<15,0.0
2020-04-26,2020-05-02,0-19,נקבה,2947,133.0,0.0
2020-04-26,2020-05-02,20-24,זכר,2611,66.0,0.0
2020-04-26,2020-05-02,20-24,לא ידוע,<15,<15,0.0
2020-04-26,2020-05-02,20-24,נקבה,2171,40.0,0.0
2020-04-26,2020-05-02,25-29,זכר,2171,34.0,0.0
2020-04-26,2020-05-02,25-29,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,25-29,נקבה,2219,30.0,0.0
2020-04-26,2020-05-02,30-34,זכר,1976,24.0,0.0
2020-04-26,2020-05-02,30-34,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,30-34,נקבה,2044,22.0,0.0
2020-04-26,2020-05-02,35-39,זכר,1817,<15,0.0
2020-04-26,2020-05-02,35-39,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,35-39,נקבה,1877,21.0,0.0
2020-04-26,2020-05-02,40-44,זכר,1700,<15,0.0
2020-04-26,2020-05-02,40-44,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,40-44,נקבה,1798,19.0,0.0
2020-04-26,2020-05-02,45-49,זכר,1600,17.0,0.0
2020-04-26,2020-05-02,45-49,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,45-49,נקבה,1852,16.0,0.0
2020-04-26,2020-05-02,50-54,זכר,1481,<15,0.0
2020-04-26,2020-05-02,50-54,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,50-54,נקבה,1654,16.0,0.0
2020-04-26,2020-05-02,55-59,זכר,1267,<15,0.0
2020-04-26,2020-05-02,55-59,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,55-59,נקבה,1645,15.0,0.0
2020-04-26,2020-05-02,60-64,זכר,1248,17.0,<15
2020-04-26,2020-05-02,60-64,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,60-64,נקבה,1468,<15,<15
2020-04-26,2020-05-02,65-69,זכר,1120,<15,<15
2020-04-26,2020-05-02,65-69,נקבה,1192,<15,<15
2020-04-26,2020-05-02,70-74,זכר,989,<15,<15
2020-04-26,2020-05-02,70-74,לא ידוע,<15,<15,0.0
2020-04-26,2020-05-02,70-74,נקבה,1079,<15,<15
2020-04-26,2020-05-02,75-79,זכר,683,<15,<15
2020-04-26,2020-05-02,75-79,לא ידוע,<15,0.0,0.0
2020-04-26,2020-05-02,75-79,נקבה,849,<15,0.0
2020-04-26,2020-05-02,80+,זכר,1938,<15,15.0
2020-04-26,2020-05-02,80+,נקבה,4268,17.0,<15
2020-04-26,2020-05-02,NULL,זכר,913,20.0,0.0
2020-04-26,2020-05-02,NULL,לא ידוע,714,<15,0.0
2020-04-26,2020-05-02,NULL,נקבה,930,<15,0.0
2020-05-03,2020-05-09,0-19,זכר,2969,50.0,0.0
2020-05-03,2020-05-09,0-19,לא ידוע,24,0.0,0.0
2020-05-03,2020-05-09,0-19,נקבה,2441,42.0,0.0
2020-05-03,2020-05-09,20-24,זכר,1707,27.0,0.0
2020-05-03,2020-05-09,20-24,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,20-24,נקבה,1778,18.0,0.0
2020-05-03,2020-05-09,25-29,זכר,1872,<15,0.0
2020-05-03,2020-05-09,25-29,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,25-29,נקבה,2186,<15,0.0
2020-05-03,2020-05-09,30-34,זכר,1821,<15,0.0
2020-05-03,2020-05-09,30-34,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,30-34,נקבה,2054,<15,0.0
2020-05-03,2020-05-09,35-39,זכר,1732,<15,0.0
2020-05-03,2020-05-09,35-39,נקבה,2090,<15,0.0
2020-05-03,2020-05-09,40-44,זכר,1677,<15,<15
2020-05-03,2020-05-09,40-44,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,40-44,נקבה,2390,<15,0.0
2020-05-03,2020-05-09,45-49,זכר,1610,<15,0.0
2020-05-03,2020-05-09,45-49,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,45-49,נקבה,1812,<15,0.0
2020-05-03,2020-05-09,50-54,זכר,1261,<15,0.0
2020-05-03,2020-05-09,50-54,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,50-54,נקבה,1641,<15,0.0
2020-05-03,2020-05-09,55-59,זכר,1045,<15,0.0
2020-05-03,2020-05-09,55-59,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,55-59,נקבה,1543,<15,0.0
2020-05-03,2020-05-09,60-64,זכר,1070,<15,<15
2020-05-03,2020-05-09,60-64,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,60-64,נקבה,1336,<15,0.0
2020-05-03,2020-05-09,65-69,זכר,999,<15,<15
2020-05-03,2020-05-09,65-69,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,65-69,נקבה,1064,<15,0.0
2020-05-03,2020-05-09,70-74,זכר,922,<15,<15
2020-05-03,2020-05-09,70-74,נקבה,1076,<15,0.0
2020-05-03,2020-05-09,75-79,זכר,703,<15,<15
2020-05-03,2020-05-09,75-79,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,75-79,נקבה,900,<15,<15
2020-05-03,2020-05-09,80+,זכר,2142,<15,<15
2020-05-03,2020-05-09,80+,לא ידוע,<15,0.0,0.0
2020-05-03,2020-05-09,80+,נקבה,4804,<15,<15
2020-05-03,2020-05-09,NULL,זכר,734,<15,0.0
2020-05-03,2020-05-09,NULL,לא ידוע,185,0.0,0.0
2020-05-03,2020-05-09,NULL,נקבה,883,<15,0.0
2020-05-10,2020-05-16,0-19,זכר,2279,24.0,0.0
2020-05-10,2020-05-16,0-19,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,0-19,נקבה,1898,24.0,0.0
2020-05-10,2020-05-16,20-24,זכר,1202,<15,0.0
2020-05-10,2020-05-16,20-24,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,20-24,נקבה,1374,<15,0.0
2020-05-10,2020-05-16,25-29,זכר,1214,<15,0.0
2020-05-10,2020-05-16,25-29,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,25-29,נקבה,1603,<15,0.0
2020-05-10,2020-05-16,30-34,זכר,1241,<15,0.0
2020-05-10,2020-05-16,30-34,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,30-34,נקבה,1626,<15,0.0
2020-05-10,2020-05-16,35-39,זכר,1217,<15,0.0
2020-05-10,2020-05-16,35-39,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,35-39,נקבה,1754,<15,0.0
2020-05-10,2020-05-16,40-44,זכר,1157,<15,0.0
2020-05-10,2020-05-16,40-44,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,40-44,נקבה,1823,<15,0.0
2020-05-10,2020-05-16,45-49,זכר,1028,<15,<15
2020-05-10,2020-05-16,45-49,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,45-49,נקבה,1401,<15,0.0
2020-05-10,2020-05-16,50-54,זכר,831,<15,0.0
2020-05-10,2020-05-16,50-54,נקבה,1169,<15,<15
2020-05-10,2020-05-16,55-59,זכר,741,<15,<15
2020-05-10,2020-05-16,55-59,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,55-59,נקבה,1155,<15,0.0
2020-05-10,2020-05-16,60-64,זכר,806,<15,<15
2020-05-10,2020-05-16,60-64,נקבה,1097,<15,0.0
2020-05-10,2020-05-16,65-69,זכר,836,<15,0.0
2020-05-10,2020-05-16,65-69,נקבה,1048,<15,0.0
2020-05-10,2020-05-16,70-74,זכר,901,<15,<15
2020-05-10,2020-05-16,70-74,לא ידוע,<15,0.0,0.0
2020-05-10,2020-05-16,70-74,נקבה,1099,<15,0.0
2020-05-10,2020-05-16,75-79,זכר,590,<15,<15
2020-05-10,2020-05-16,75-79,נקבה,832,<15,<15
2020-05-10,2020-05-16,80+,זכר,1981,<15,<15
2020-05-10,2020-05-16,80+,נקבה,4612,<15,<15
2020-05-10,2020-05-16,NULL,זכר,560,<15,0.0
2020-05-10,2020-05-16,NULL,לא ידוע,125,0.0,0.0
2020-05-10,2020-05-16,NULL,נקבה,605,<15,0.0
2020-05-17,2020-05-23,0-19,זכר,2384,16.0,0.0
2020-05-17,2020-05-23,0-19,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,0-19,נקבה,1965,25.0,0.0
2020-05-17,2020-05-23,20-24,זכר,1019,<15,0.0
2020-05-17,2020-05-23,20-24,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,20-24,נקבה,1178,<15,0.0
2020-05-17,2020-05-23,25-29,זכר,1125,<15,0.0
2020-05-17,2020-05-23,25-29,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,25-29,נקבה,1593,<15,0.0
2020-05-17,2020-05-23,30-34,זכר,1161,<15,<15
2020-05-17,2020-05-23,30-34,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,30-34,נקבה,1683,<15,0.0
2020-05-17,2020-05-23,35-39,זכר,1140,<15,0.0
2020-05-17,2020-05-23,35-39,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,35-39,נקבה,1564,<15,0.0
2020-05-17,2020-05-23,40-44,זכר,975,<15,0.0
2020-05-17,2020-05-23,40-44,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,40-44,נקבה,1428,<15,0.0
2020-05-17,2020-05-23,45-49,זכר,801,<15,0.0
2020-05-17,2020-05-23,45-49,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,45-49,נקבה,1035,<15,0.0
2020-05-17,2020-05-23,50-54,זכר,668,<15,0.0
2020-05-17,2020-05-23,50-54,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,50-54,נקבה,938,<15,0.0
2020-05-17,2020-05-23,55-59,זכר,678,<15,0.0
2020-05-17,2020-05-23,55-59,לא ידוע,<15,0.0,0.0
2020-05-17,2020-05-23,55-59,נקבה,1031,<15,0.0
2020-05-17,2020-05-23,60-64,זכר,599,<15,0.0
2020-05-17,2020-05-23,60-64,נקבה,832,<15,0.0
2020-05-17,2020-05-23,65-69,זכר,620,<15,0.0
2020-05-17,2020-05-23,65-69,נקבה,726,<15,0.0
2020-05-17,2020-05-23,70-74,זכר,657,<15,0.0
2020-05-17,2020-05-23,70-74,נקבה,748,<15,0.0
2020-05-17,2020-05-23,75-79,זכר,437,<15,0.0
2020-05-17,2020-05-23,75-79,נקבה,612,0.0,0.0
